"EXTF";700;21;"Buchungsstapel";12;20251204135828359;;"JE";"JERA2FIBU";"";2006873;2605;20250101;4;20251001;20251031;"Amazon 2025/10";JE;1;0;0;"EUR";;"";;;"";;;"";""
Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land und UStID (Bestimmung);EU-Steuersatz (Bestimmung);Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Leerfeld;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;Bezeichnung SoBil-Sachverhalt;Kennzeichen SoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord.Steuerperiode;Fälligkeit;Generalumkehr (GU);Steuersatz;Land;Abrechnungsreferenz;BVV-Postion;EU-Land und UStID (Ursprung);EU-Steuersatz (Ursprung);
3,01;"H";"";;;"";1814;6770;"401";2810;"XRE-4090";"AU2025-77170";0,00;"OVACO Waagen GmbH Marc,Fischdick Amazon Kommission OVACO Waa";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
24,02;"S";"";;;"";1814;69001;"";2810;"XRE-4952";"AU2025-78477";0,00;"XRE-4952 Enzinger GmbH,Möbel und Raum Enzinger GmbH Artikel ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,23;"H";"";;;"";1814;6770;"401";2810;"XRE-4952";"AU2025-78477";0,00;"Enzinger GmbH,Möbel und Raum Enzinger GmbH Amazon Kommission";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
25,98;"S";"";;;"";1814;69001;"";2810;"XRE-4981";"AU2025-78476";0,00;"XRE-4981 Alois Steingruber V&V Alois,Steingruber Artikel bez";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,59;"H";"";;;"";1814;6770;"401";2810;"XRE-4981";"AU2025-78476";0,00;"Alois Steingruber V&V Alois,Steingruber Amazon Kommission Al";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
56,97;"S";"";;;"";1814;69001;"";2810;"XRE-4947";"AU2025-78456";0,00;"XRE-4947 Schmid,christian Artikel bezahlt Schmid,christian A";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
8,73;"H";"";;;"";1814;6770;"401";2810;"XRE-4947";"AU2025-78456";0,00;"Schmid,christian Amazon Kommission Schmid,christian Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
26,34;"S";"";;;"";1814;69001;"";2810;"XRE-4947";"AU2025-78456";0,00;"XRE-4947 Schmid,christian Artikel bezahlt Schmid,christian A";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,03;"H";"";;;"";1814;6770;"401";2810;"XRE-4947";"AU2025-78456";0,00;"Schmid,christian Amazon Kommission Schmid,christian Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
22,70;"S";"";;;"";1814;69001;"";2810;"XRE-4947";"AU2025-78456";0,00;"XRE-4947 Schmid,christian Artikel bezahlt Schmid,christian A";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,01;"H";"";;;"";1814;6770;"401";2810;"XRE-4947";"AU2025-78456";0,00;"Schmid,christian Amazon Kommission Schmid,christian Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
94,31;"S";"";;;"";1814;69001;"";2810;"XRE-4947";"AU2025-78456";0,00;"XRE-4947 Schmid,christian Artikel bezahlt Schmid,christian A";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
14,46;"H";"";;;"";1814;6770;"401";2810;"XRE-4947";"AU2025-78456";0,00;"Schmid,christian Amazon Kommission Schmid,christian Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
57,40;"S";"";;;"";1814;69001;"";2810;"XRE-4953";"AU2025-78464";0,00;"XRE-4953 Henrik,Schmidtchen Artikel bezahlt Henrik,Schmidtch";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
8,87;"H";"";;;"";1814;6770;"401";2810;"XRE-4953";"AU2025-78464";0,00;"Henrik,Schmidtchen Amazon Kommission Henrik,Schmidtchen Amaz";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
29,40;"S";"";;;"";1814;69001;"";2810;"XRE-4963";"AU2025-78461";0,00;"XRE-4963 Frank,Schiwek Artikel bezahlt Frank,Schiwek Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,54;"H";"";;;"";1814;6770;"401";2810;"XRE-4963";"AU2025-78461";0,00;"Frank,Schiwek Amazon Kommission Frank,Schiwek Amazon Kommiss";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
19,51;"S";"";;;"";1814;69001;"";2810;"XRE-4962";"AU2025-78462";0,00;"XRE-4962 Küng,Markus Artikel bezahlt Küng,Markus Artikel-Ste";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
2,98;"H";"";;;"";1814;6770;"401";2810;"XRE-4962";"AU2025-78462";0,00;"Küng,Markus Amazon Kommission Küng,Markus Amazon Kommission ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
22,40;"S";"";;;"";1814;69001;"";2810;"XRE-4944";"AU2025-78472";0,00;"XRE-4944 Bernd,März Artikel bezahlt Bernd,März Artikel-Steue";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,46;"H";"";;;"";1814;6770;"401";2810;"XRE-4944";"AU2025-78472";0,00;"Bernd,März Amazon Kommission Bernd,März Amazon Kommission Ve";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
39,80;"S";"";;;"";1814;69001;"";2810;"XRE-4974";"AU2025-78459";0,00;"XRE-4974 Thomas,Launhardt Artikel bezahlt Thomas,Launhardt A";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
6,15;"H";"";;;"";1814;6770;"401";2810;"XRE-4974";"AU2025-78459";0,00;"Thomas,Launhardt Amazon Kommission Thomas,Launhardt Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
22,53;"S";"";;;"";1814;69001;"";2810;"XRE-4967";"AU2025-78457";0,00;"XRE-4967 ,Phile Artikel bezahlt ,Phile Artikel-Steuer bezahl";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,45;"H";"";;;"";1814;6770;"401";2810;"XRE-4967";"AU2025-78457";0,00;",Phile Amazon Kommission ,Phile Amazon Kommission Versand";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
74,57;"S";"";;;"";1814;69001;"";2810;"XRE-4948";"AU2025-78454";0,00;"XRE-4948 Christian,Geiseder Artikel bezahlt Christian,Geised";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
11,45;"H";"";;;"";1814;6770;"401";2810;"XRE-4948";"AU2025-78454";0,00;"Christian,Geiseder Amazon Kommission Christian,Geiseder Amaz";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
30,60;"S";"";;;"";1814;69001;"";2810;"XRE-4961";"AU2025-78451";0,00;"XRE-4961 Markus,Hinteregger Artikel bezahlt Markus,Hinteregg";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,69;"H";"";;;"";1814;6770;"401";2810;"XRE-4961";"AU2025-78451";0,00;"Markus,Hinteregger Amazon Kommission Markus,Hinteregger Amaz";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
51,80;"S";"";;;"";1814;69001;"";2810;"XRE-4950";"AU2025-78335";0,00;"XRE-4950 Richard,Häring Artikel bezahlt Richard,Häring Artik";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
8,02;"H";"";;;"";1814;6770;"401";2810;"XRE-4950";"AU2025-78335";0,00;"Richard,Häring Amazon Kommission Richard,Häring Amazon Kommi";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
27,57;"S";"";;;"";1814;69001;"";2810;"XRE-4956";"AU2025-78452";0,00;"XRE-4956 ,Julius Artikel bezahlt ,Julius Artikel-Steuer beza";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,88;"H";"";;;"";1814;6770;"401";2810;"XRE-4956";"AU2025-78452";0,00;",Julius Amazon Kommission ,Julius Amazon Kommission Versand";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
182,10;"S";"";;;"";1814;69001;"";2810;"XRE-4968";"AU2025-77914";0,00;"XRE-4968 Katharina,Lange Artikel bezahlt Katharina,Lange Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
28,18;"H";"";;;"";1814;6770;"401";2810;"XRE-4968";"AU2025-77914";0,00;"Katharina,Lange Amazon Kommission Katharina,Lange Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
31,21;"S";"";;;"";1814;69001;"";2810;"XRE-4987";"AU2025-78460";0,00;"XRE-4987 Lukas,Haslinger Artikel bezahlt Lukas,Haslinger Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,79;"H";"";;;"";1814;6770;"401";2810;"XRE-4987";"AU2025-78460";0,00;"Lukas,Haslinger Amazon Kommission Lukas,Haslinger Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
40,40;"S";"";;;"";1814;69001;"";2810;"XRE-4969";"AU2025-78467";0,00;"XRE-4969 Matthias,Malitius Artikel bezahlt Matthias,Malitius";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
6,24;"H";"";;;"";1814;6770;"401";2810;"XRE-4969";"AU2025-78467";0,00;"Matthias,Malitius Amazon Kommission Matthias,Malitius Amazon";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
27,40;"S";"";;;"";1814;69001;"";2810;"XRE-4977";"AU2025-78455";0,00;"XRE-4977 Maximilian,Gigl Artikel bezahlt Maximilian,Gigl Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,23;"H";"";;;"";1814;6770;"401";2810;"XRE-4977";"AU2025-78455";0,00;"Maximilian,Gigl Amazon Kommission Maximilian,Gigl Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
19,40;"S";"";;;"";1814;69001;"";2810;"XRE-4966";"AU2025-78479";0,00;"XRE-4966 Christof,Weigl Artikel bezahlt Christof,Weigl Artik";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
2,99;"H";"";;;"";1814;6770;"401";2810;"XRE-4966";"AU2025-78479";0,00;"Christof,Weigl Amazon Kommission Christof,Weigl Amazon Kommi";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
132,82;"S";"";;;"";1814;69001;"";2810;"XRE-4945";"AU2025-77892";0,00;"XRE-4945 tooling-components Hintsteiner GmbH Industriestraße";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
24,28;"H";"";;;"";1814;6770;"401";2810;"XRE-4945";"AU2025-77892";0,00;"tooling-components Hintsteiner GmbH Industriestraße,1 Amazon";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
